	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Os04g0330200	47551463.1432084	-1.3783176740545	0.574187322875793	-2.40046691931695	0.0163741706855503	0.0418583345161522
Os04g0330301	425089160.839775	0.505926498644814	0.65073139519866	0.777473627948074	0.436879387720384	0.640242816721782
Os04g0330400	64305.2777497158	-0.0404788755256087	2.20413749295115	-0.0183649503059861	NA	NA
Os04g0330900	271720509.251993	-1.94588832291849	0.200380729670647	-9.71095537039329	2.70786959615744e-22	4.30265095086447e-21
Os04g0331600	1.9777665529741	-0.0410939064715446	0.895408748265317	-0.0458940194086289	0.963394720976885	NA
Os04g0331650	704893.683335609	-0.498573931191262	3.62839192420536	-0.137409062087595	NA	NA
Os04g0332700	25923007.2800226	0.29611950701815	1.85578194027263	0.159565895427697	0.873223046195669	0.983402201491488
Os04g0333300	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0333850	982042.813474398	19.0436833854258	3.13379325379466	6.07687930987983	NA	NA
Os04g0334700	11.8665993178446	-0.0410386693741664	0.380823685722344	-0.107762912110691	0.914183763361589	0.983402201491488
Os04g0334825	1.9777665529741	-0.0410939064715446	0.895408748265317	-0.0458940194086289	0.963394720976885	NA
Os04g0334951	9.88883276487052	-0.0410445375918168	0.415292838385348	-0.098832760399619	0.921271056786109	0.983402201491488
Os04g0335075	1.9777665529741	-0.0410939064715446	0.895408748265317	-0.0458940194086289	0.963394720976885	NA
Os04g0335200	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0335400	1633987.65554994	21.6398865716645	3.64448365007025	5.93770987866755	NA	NA
Os04g0336001	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0336600	9.88883276487052	-0.0410445375918168	0.415292838385348	-0.098832760399619	0.921271056786109	0.983402201491488
Os04g0336700	1.9777665529741	-0.0410939064715446	0.895408748265317	-0.0458940194086289	0.963394720976885	NA
Os04g0336801	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0337000	1387700845.01433	0.652852807414224	0.171994169524211	3.79578452700005	0.000147177289171453	0.000556509444488831
ENSRNA049475823	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0337500	137616695.58803	25.3903638900068	2.24524489274698	11.3085053537045	1.19101053621661e-29	3.12607215514936e-28
Os04g0337800	74743805.5359894	0.517598395428539	0.466620398599328	1.10924939625921	0.267322608640309	0.441930111436576
Os04g0338950	486824.199684033	-19.3139839913765	3.13401401814339	-6.16269866042854	NA	NA
Os04g0340100	506114006.323092	1.23233036537395	0.196076951251933	6.28493230594233	3.2799658160086e-10	2.1791875054968e-09
Os04g0340300	51868166.2644875	2.97045161459104	2.3213921247851	1.27959924688123	0.200686114872823	0.351660370112975
Os04g0340550	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0340800	30889804.8953194	-0.52150079015777	0.298268900978711	-1.7484249562947	0.0803904696139756	0.166271986731005
Os04g0341100	1324251.23888328	-20.7904190475208	3.38848048531038	-6.13561717048414	NA	NA
Os04g0341500	174417811.487303	8.505816577962	2.669159276059	3.18670251500345	NA	NA
Os04g0341900	641028.549983163	-0.0402600015682283	2.46583372039072	-0.0163271356196106	NA	NA
Os04g0342100	572743.516632992	-0.0404213530055847	2.34125814043633	-0.0172647997704566	NA	NA
Os04g0343050	4597856.05599199	2.41879356687811	1.8045114422343	1.34041464646144	0.180110576619764	0.322302691765335
Os04g0343900	1.9777665529741	-0.0410939064715446	0.895408748265317	-0.0458940194086289	0.963394720976885	NA
Os04g0344100	4176625.47538376	19.2860007982484	2.68654854748341	7.17872782024145	7.03630653166123e-13	5.94225224659222e-12
Os04g0344400	39291919.5457853	24.1846873169972	2.29713397021393	10.528200632001	6.40470294595458e-26	1.27559516330187e-24
Os04g0345100	249234374.715427	0.692284869546057	0.272697597219813	2.53865408644591	0.0111279788166024	0.0297505522947699
Os04g0345400	6.92218293540936	-0.0410557524365744	0.492166093001644	-0.0834184902624678	0.933518786648496	0.983402201491488
Os04g0345700	47646954.2339518	0.729227289139142	0.416001920111294	1.75294212330571	0.0796119421384856	0.164832144150613
Os04g0345800	135593881.684328	3.87225046303473	1.90127401743245	2.03666090607179	0.0416840347353217	0.0948096736184375
Os04g0346000	920432871.777618	0.410271431002901	0.191571475436863	2.14161022703046	0.0322248600797079	0.0758484151238152
Os04g0346100	1226120080.49838	0.377164761743468	0.154614936282886	2.43938115431099	0.0147124411450464	0.0381236607515243
Os04g0346800	4608091.77466188	-0.615255424185017	2.37596220139698	-0.258950005106676	0.795673815148932	0.956192713005103
Os04g0346900	5879688.17782113	1.03497465555608	3.61837089186332	0.286033324522767	0.774852598058564	0.940752937271345
Os04g0347400	4557577.14085478	21.446301817167	2.29319346529708	9.35215547301789	8.58794148491267e-21	1.23756756766794e-19
Os04g0347800	216437243.129399	-0.220007408526245	0.33956142047604	-0.647916386431093	0.517039031638933	0.722970769377502
Os04g0347900	146034121.307452	-1.05950833764281	0.327997538106352	-3.23023259186557	0.00123689549019739	0.00405098068440245
Os04g0348000	1438554627.73936	-0.587591784612339	0.132879298665143	-4.42199643221383	9.77930718654528e-06	4.29026073923477e-05
Os04g0348100	89823451.3909643	-0.983312058840597	0.454805540522339	-2.16204942822657	0.0306143664754933	0.0725765846148428
Os04g0348300	539601854.193141	0.398441565373204	0.204297672251456	1.95029909534549	0.0511404804392738	0.113103905850349
